rm -f obj/main.o
rm -f test.exe
g++ -O3 -std=c++17 -g -Iinclude -c src/main.cpp -o obj/main.o
g++ -o exe/test.exe obj/main.o -O3 -std=c++17 -g -Iinclude   -lm
1;inf
2;1.45e-08
3;5.16667e-09
4;3.91667e-09
5;1.8e-09
6;1.6e-09
7;1.28571e-09
8;1.05357e-09
9;9.16667e-10
10;8.44444e-10
11;7.90909e-10
12;7.12121e-10
13;6.85897e-10
14;7.25275e-10
15;7.38095e-10
16;6.20833e-10
17;5.80882e-10
18;5.65359e-10
19;5.64327e-10
20;5.52632e-10
21;5.52381e-10
22;5.47619e-10
23;5.37549e-10
24;5.27174e-10
25;5.23333e-10
26;5.23077e-10
27;5.07123e-10
28;5.10582e-10
29;5.09852e-10
30;5.08046e-10
31;5.04301e-10
32;5.10081e-10
33;4.95265e-10
34;5.99822e-10
35;4.95798e-10
36;4.94444e-10
37;4.91742e-10
38;4.90043e-10
39;4.89879e-10
40;4.83974e-10
41;4.86585e-10
42;4.86643e-10
43;4.82281e-10
44;4.83087e-10
45;4.80808e-10
46;4.84541e-10
47;4.81499e-10
48;4.83599e-10
49;5.42092e-10
50;4.8e-10
51;5.76863e-10
52;5.32805e-10
53;4.76778e-10
54;4.77638e-10
55;4.77104e-10
56;4.75649e-10
57;4.7619e-10
58;4.74894e-10
59;5.06429e-10
60;4.73729e-10
61;4.7377e-10
62;5.26705e-10
63;4.72862e-10
64;4.80903e-10
65;4.73798e-10
66;4.74359e-10
67;4.73994e-10
68;5.52897e-10
69;4.72933e-10
70;4.74327e-10
71;4.72837e-10
72;4.70657e-10
73;4.72032e-10
74;4.71677e-10
75;4.73514e-10
76;4.69474e-10
77;4.70779e-10
78;4.70196e-10
79;4.71438e-10
80;4.88608e-10
81;4.70062e-10
82;4.7034e-10
83;5.00882e-10
84;4.69019e-10
85;4.69748e-10
86;4.69494e-10
87;4.6926e-10
88;4.70219e-10
89;4.69484e-10
90;4.69788e-10
91;4.68864e-10
92;4.6763e-10
93;4.68209e-10
94;4.69115e-10
95;4.68421e-10
96;4.80702e-10
97;4.67461e-10
98;4.68231e-10
99;4.69079e-10
100;4.68788e-10
101;4.69703e-10
102;4.6787e-10
103;4.67162e-10
104;4.67326e-10
105;4.67399e-10
106;4.68733e-10
107;4.66849e-10
108;4.67203e-10
109;4.6755e-10
110;4.67056e-10
111;4.67649e-10
112;4.66699e-10
113;4.68315e-10
114;4.68406e-10
115;4.67963e-10
116;5.93028e-10
117;4.66991e-10
118;5.77068e-10
119;4.66885e-10
120;4.66597e-10
121;4.67493e-10
122;4.664e-10
123;4.67146e-10
124;4.68857e-10
125;4.96387e-10
126;4.6673e-10
127;4.65942e-10
128;4.75086e-10
129;4.67539e-10
130;4.67084e-10
131;5.30123e-10
132;4.77099e-10
133;4.67077e-10
134;4.65941e-10
135;4.67441e-10
136;4.66122e-10
137;4.66724e-10
138;4.67735e-10
139;4.66948e-10
140;4.65416e-10
141;4.67528e-10
142;4.67885e-10
